time,task_type,id,position,battery_time,battery_percentage,next_task,next_time
2025-03-26 09:21:40,D,HW5IM51W,"(20, 24, 0)",0 days 00:20:50,34.72,D,2025-03-26 09:23:00
2025-03-26 09:23:00,D,HW5IM51W,"(20, 28, 0)",0 days 00:19:30,32.5,D,2025-03-26 09:25:40
2025-03-26 09:25:40,D,HW5IM51W,"(28, 28, 0)",0 days 00:16:50,28.06,RC,2025-03-26 09:28:10
2025-03-26 09:28:10,RC,,"(28, 28, 0)",0 days 00:16:20,27.22,RC,2025-03-26 09:32:30
2025-03-26 09:32:30,RC,,"(28, 15, 0)",0 days 00:12:00,20.0,PO,2025-03-26 09:49:40
2025-03-26 09:49:40,PO,,"(28, 15, 0)",0 days 00:50:20,83.89,PO,2025-03-26 09:54:00
2025-03-26 09:54:00,PO,,"(28, 2, 0)",0 days 00:46:00,76.67,PO,2025-03-26 09:54:20
2025-03-26 09:54:20,PO,,"(27, 2, 0)",0 days 00:45:40,76.11,PO,2025-03-26 09:54:40
2025-03-26 09:54:40,PO,,"(27, 1, 0)",0 days 00:45:20,75.56,PO,2025-03-26 10:03:20
2025-03-26 10:03:20,PO,,"(1, 1, 0)",0 days 00:36:40,61.11,PO,2025-03-26 10:04:40
2025-03-26 10:04:40,PO,,"(1, 5, 0)",0 days 00:35:20,58.89,PO,2025-03-26 10:05:00
2025-03-26 10:05:00,PO,,"(1, 5, 1)",0 days 00:35:00,58.33,PO,2025-03-26 10:05:20
2025-03-26 10:05:20,PO,,"(2, 5, 1)",0 days 00:34:40,57.78,D,2025-03-26 10:05:50
2025-03-26 10:05:50,D,XL5Z808H,"(2, 5, 1)",0 days 00:34:10,56.94,D,2025-03-26 10:06:10
2025-03-26 10:06:10,D,XL5Z808H,"(1, 5, 1)",0 days 00:33:50,56.39,D,2025-03-26 10:13:50
2025-03-26 10:13:50,D,XL5Z808H,"(1, 28, 1)",0 days 00:26:10,43.61,D,2025-03-26 10:22:50
2025-03-26 10:22:50,D,XL5Z808H,"(28, 28, 1)",0 days 00:17:10,28.61,D,2025-03-26 10:23:10
2025-03-26 10:23:10,D,XL5Z808H,"(28, 28, 0)",0 days 00:16:50,28.06,RC,2025-03-26 10:25:40
2025-03-26 10:25:40,RC,,"(28, 28, 0)",0 days 00:16:20,27.22,RC,2025-03-26 10:26:00
2025-03-26 10:26:00,RC,,"(28, 15, 0)",0 days 00:12:00,20.0,,
