time,task_type,id,position,battery_time,battery_percentage,next_task,next_time
2025-03-26 14:13:30,D,2YKPRZYM,"(14, 14, 2)",0 days 00:38:30,64.17,D,2025-03-26 14:14:10
2025-03-26 14:14:10,D,2YKPRZYM,"(14, 14, 0)",0 days 00:37:50,63.06,RC,2025-03-26 14:14:40
2025-03-26 14:14:40,RC,,"(14, 14, 0)",0 days 00:37:20,62.22,RC,2025-03-26 14:15:00
2025-03-26 14:15:00,RC,,"(14, 7, 0)",0 days 00:35:00,58.33,PO,2025-03-26 14:19:40
2025-03-26 14:19:40,PO,,"(14, 7, 0)",0 days 00:35:00,58.33,PO,2025-03-26 14:20:40
2025-03-26 14:20:40,PO,,"(14, 10, 0)",0 days 00:34:00,56.67,PO,2025-03-26 14:22:40
2025-03-26 14:22:40,PO,,"(8, 10, 0)",0 days 00:32:00,53.33,PO,2025-03-26 14:23:20
2025-03-26 14:23:20,PO,,"(8, 10, 2)",0 days 00:31:20,52.22,PO,2025-03-26 14:23:40
2025-03-26 14:23:40,PO,,"(7, 10, 2)",0 days 00:31:00,51.67,D,2025-03-26 14:24:10
2025-03-26 14:24:10,D,PRRGNVV5,"(7, 10, 2)",0 days 00:30:30,50.83,D,2025-03-26 14:24:30
2025-03-26 14:24:30,D,PRRGNVV5,"(8, 10, 2)",0 days 00:30:10,50.28,D,2025-03-26 14:25:50
2025-03-26 14:25:50,D,PRRGNVV5,"(8, 14, 2)",0 days 00:28:50,48.06,D,2025-03-26 14:27:50
2025-03-26 14:27:50,D,PRRGNVV5,"(14, 14, 2)",0 days 00:26:50,44.72,D,2025-03-26 14:28:30
2025-03-26 14:28:30,D,PRRGNVV5,"(14, 14, 0)",0 days 00:26:10,43.61,RC,2025-03-26 14:31:00
2025-03-26 14:31:00,RC,,"(14, 14, 0)",0 days 00:25:40,42.78,RC,2025-03-26 14:29:20
2025-03-26 14:29:20,RC,,"(14, 7, 0)",0 days 00:23:20,38.89,,
